,Unnamed: 0_x,Unnamed: 0.1,name,id,review,Unnamed: 0_y,cuisine,latitude,longitude,address,rating,review_count,price
21147,3727.0,3727.0,Seow Choon Hua Restaurant,6xienq1NeBHgt7vvP_Qftg,wowza first meal singapore fantastic cheap two huge mains drinks cost singapore dollars food amazing,1354,chinese,1.3014899,103.8607712,"['33 Sultan Gate', 'Singapore 198481', 'Singapore']",4.0,7,$
21148,3737.0,3737.0,Hong Xing Handmade Fishball,aphERsOrRcipWW_57FAHEA,bouncy fish balls meat ballsbouncy fish balls meat balls handmade high light people may find odd seems bouncy balls,1355,chinese,1.28523157446074,103.845650106668,"['531A Upper Cross St', '#02-30', 'Singapore 051531', 'Singapore']",4.5,2,$
21149,3733.0,3733.0,Hup Kee Fishball Noodle,jhfT1LaY0FBaJC_RC1lsKQ,hup kee fishball mee hails old margaret drive food centre know im talking corner fishball stall first,1356,chinese,1.29312041281764,103.803092007039,"['Blk 159 Mei Chin Road', 'Singapore', 'Singapore']",5.0,1,$
21150,3973.0,3973.0,Imperial Treasure,AKRDfyLgV7Ub1RFyl7kRkQ,dinner imperial treasure fine shanghaiservice abominablereserved hairy crabs first told sold last night despite,1357,chinese,1.30353346423437,103.835605931269,"['290 Orchard Rd', '#05-42/45 Paragon', 'Singapore 238859', 'Singapore']",4.0,43,$
21151,3974.0,3974.0,Imperial Treasure,AKRDfyLgV7Ub1RFyl7kRkQ,love love crazy lines like paradise dynasty ion dingtaifengs love food awesome love price,1357,chinese,1.30353346423437,103.835605931269,"['290 Orchard Rd', '#05-42/45 Paragon', 'Singapore 238859', 'Singapore']",4.0,43,$
21152,3975.0,3975.0,Imperial Treasure,AKRDfyLgV7Ub1RFyl7kRkQ,fantastic oyster omelette fragrant perfect tinge crispy infused fatty juicy tasty oysters spread across dish probably best oyster,1357,chinese,1.30353346423437,103.835605931269,"['290 Orchard Rd', '#05-42/45 Paragon', 'Singapore 238859', 'Singapore']",4.0,43,$
21192,3682.0,3682.0,Lam's Singapore Culinary Enterprise Pte. Ltd,MEmZnjQDVur7GkAINlIuFg,driving along balestier en route lavender street youll notice two great big signs proclaiming lams baked chicken salt lams abalone,1365,chinese,1.3163199,103.858223,"['460 Race Course Road', 'Singapore 218700', 'Singapore']",4.0,1,$
21196,3664.0,3664.0,New Rong Ge Liang Hong Kong Roast,26tZqh9rlJYQK3V65YsDEA,really good roasted meat managed finally grab plate noodles stall always packed long queuei understand,1367,chinese,1.300123,103.853827,"['Blk 269B', '#01-235, Queen Street', 'Singapore 180269', 'Singapore']",5.0,1,$
21617,3777.0,3777.0,Old Chengdu Sichuan Cuisine,2_58nq4WJQbe5Qy3W-dK0w,youre looking authentic szechuan youve come right place everything entirely mandarin menus pictures,1383,chinese,1.28379,103.84365,"['80/82 Pagoda St', 'Singapore 059239', 'Singapore']",4.0,13,$$
21618,3778.0,3778.0,Old Chengdu Sichuan Cuisine,2_58nq4WJQbe5Qy3W-dK0w,holy molyfantastic sichuan food chinatown area singapore walked hunch passing probably competent,1383,chinese,1.28379,103.84365,"['80/82 Pagoda St', 'Singapore 059239', 'Singapore']",4.0,13,$$
21619,3779.0,3779.0,Old Chengdu Sichuan Cuisine,2_58nq4WJQbe5Qy3W-dK0w,amaaaazing sichuan chinese food went saturday come next day food good favorites spicy,1383,chinese,1.28379,103.84365,"['80/82 Pagoda St', 'Singapore 059239', 'Singapore']",4.0,13,$$
21804,3786.0,3786.0,Tian Tian Seafood Restaurant,R-i_bmRZU3mfNKu0Y190ew,one reasonable priced seafood restaurant gone toi always come gathering family friends special,1387,chinese,1.28464908298066,103.834963084655,"['239 Outram Rd', 'Singapore 169042', 'Singapore']",4.5,2,$$
21805,3787.0,3787.0,Tian Tian Seafood Restaurant,R-i_bmRZU3mfNKu0Y190ew,awesome happy hour tent afternoon rain pitcher beer snacks dinner great really wish would figure,1387,chinese,1.28464908298066,103.834963084655,"['239 Outram Rd', 'Singapore 169042', 'Singapore']",4.5,2,$$
21806,3794.0,3794.0,Whampoa Keng,WgVrftL6o4a2VWMCmlnxpg,wow stewed pork knuckle amazing full meat n funny taste dont know abt pork knuckle u eat,1388,chinese,1.31513285111994,103.85378792882,"['116-118 Rangoon Rd', 'Singapore 218396', 'Singapore']",4.0,3,$$
21807,3795.0,3795.0,Whampoa Keng,WgVrftL6o4a2VWMCmlnxpg,going future go place bring foreign guests enjoy local singapore chinese foodthey crowded lunch quite,1388,chinese,1.31513285111994,103.85378792882,"['116-118 Rangoon Rd', 'Singapore 218396', 'Singapore']",4.0,3,$$
21808,3796.0,3796.0,Whampoa Keng,WgVrftL6o4a2VWMCmlnxpg,surprising fish head steamboat taste good fish pieces super fresh well flavored amazing meat stays tender,1388,chinese,1.31513285111994,103.85378792882,"['116-118 Rangoon Rd', 'Singapore 218396', 'Singapore']",4.0,3,$$
21809,3801.0,3801.0,Wee Nam Kee Hainanese Chicken Rice,ao9IJdJr6MMSUR-s8shAOw,fragrant rice awesome chicken good like wow wouldnt say head shoulders better stuff get back home,1389,chinese,1.2909336,103.8573824,"['6 Raffles Blvd', '#04-102B', 'Singapore 039594', 'Singapore']",3.5,15,$$
21810,3802.0,3802.0,Wee Nam Kee Hainanese Chicken Rice,ao9IJdJr6MMSUR-s8shAOw,chicken rice comfort food singaporean always try eat chicken rice every visit country learned years every,1389,chinese,1.2909336,103.8573824,"['6 Raffles Blvd', '#04-102B', 'Singapore 039594', 'Singapore']",3.5,15,$$
21811,3803.0,3803.0,Wee Nam Kee Hainanese Chicken Rice,ao9IJdJr6MMSUR-s8shAOw,come allllll way singapore stop somewhere famed hainanese chicken rice sort world traveler food,1389,chinese,1.2909336,103.8573824,"['6 Raffles Blvd', '#04-102B', 'Singapore 039594', 'Singapore']",3.5,15,$$
21818,3797.0,3797.0,Zhong Hua Steamboat,s7qJV3wxalPvVy3Pwc_F6A,place always booming people whenever walk past surprised find many seats available saturday night dont take,1391,chinese,1.29728,103.856818,"['95 Beach Road 01-01', 'Singapore 189699', 'Singapore']",5.0,2,$$
21878,3811.0,3811.0,Sin Hoi Sai Eating House,TCyLsfEgIWJeGRWZwFYwiw,joo chiat local little gem treat whenever guests come town say treat spendyperpax choose good,1395,chinese,1.30711,103.90626,"['187 East Coast Rd', 'Singapore 428893', 'Singapore']",4.0,17,$$
21879,3812.0,3812.0,Sin Hoi Sai Eating House,TCyLsfEgIWJeGRWZwFYwiw,visit sin hoi sai eating house amazing chinese food highly recommend getting fried prawns fish prawns fish fried,1395,chinese,1.30711,103.90626,"['187 East Coast Rd', 'Singapore 428893', 'Singapore']",4.0,17,$$
21880,3813.0,3813.0,Sin Hoi Sai Eating House,TCyLsfEgIWJeGRWZwFYwiw,woken morning room next door blasting effing selena gomez rihanna ooh na na whats name names,1395,chinese,1.30711,103.90626,"['187 East Coast Rd', 'Singapore 428893', 'Singapore']",4.0,17,$$
21970,3814.0,3814.0,Ya Hua Bak Kut Teh,bOE1ZFgV04cquL5DRbf_PA,right real singapore eat ribs meat icing cake even best part soup though scalding,1397,chinese,1.28927,103.8319999,"['593 Havelock Rd', '#01-01/02', 'Singapore 169641', 'Singapore']",4.0,11,$$
21971,3815.0,3815.0,Ya Hua Bak Kut Teh,bOE1ZFgV04cquL5DRbf_PA,coming since supper late night clubbing still remember showing daughter get late night,1397,chinese,1.28927,103.8319999,"['593 Havelock Rd', '#01-01/02', 'Singapore 169641', 'Singapore']",4.0,11,$$
21972,3816.0,3816.0,Ya Hua Bak Kut Teh,bOE1ZFgV04cquL5DRbf_PA,quite good bak kut tek restaurant good services ribs soup base good couples rice donuts locals know place,1397,chinese,1.28927,103.8319999,"['593 Havelock Rd', '#01-01/02', 'Singapore 169641', 'Singapore']",4.0,11,$$
22009,3844.0,3844.0,Imperial Treasure Nan Bei Restaurant,bMrjnEZo1gaMUza6AWdJlg,probably one favorite dim sum place singaporea greta service awesome location one best congee ive ever tried,1399,chinese,1.30273749667323,103.834619043447,"['391 Orchard Rd', '#05-12/13', 'Singapore 238874', 'Singapore']",4.5,13,$$
22010,3845.0,3845.0,Imperial Treasure Nan Bei Restaurant,bMrjnEZo1gaMUza6AWdJlg,really liking chinese restaurant mustgo restaurant craving dim sumthe dim sum top notch ordered siew mai shrimp,1399,chinese,1.30273749667323,103.834619043447,"['391 Orchard Rd', '#05-12/13', 'Singapore 238874', 'Singapore']",4.5,13,$$
22011,3846.0,3846.0,Imperial Treasure Nan Bei Restaurant,bMrjnEZo1gaMUza6AWdJlg,best restaurant singapore traditional cantonese cuisine orchard road price kind high though ordered small,1399,chinese,1.30273749667323,103.834619043447,"['391 Orchard Rd', '#05-12/13', 'Singapore 238874', 'Singapore']",4.5,13,$$
22012,3832.0,3832.0,Crystal Jade Golden Palace,b1ytpJcakiLtlpGkvxal-Q,higher end chinese restaurant price points around per dim sum item reasonable reservation,1400,chinese,1.30389,103.83583,"['290 Orchard Road', '#05-21/24', 'Singapore 238859', 'Singapore']",4.0,20,$$
22013,3833.0,3833.0,Crystal Jade Golden Palace,b1ytpJcakiLtlpGkvxal-Q,qq dumplings starslooks like adorable little elephant 小飞象 chewy rice flour 咸水角 doughprawn mango stari really didnt like dish,1400,chinese,1.30389,103.83583,"['290 Orchard Road', '#05-21/24', 'Singapore 238859', 'Singapore']",4.0,20,$$
22014,3834.0,3834.0,Crystal Jade Golden Palace,b1ytpJcakiLtlpGkvxal-Q,one michelin star chinese teochew cuisine paragon mall good food amazing ordered steamed fish fresh juicy though tad bit,1400,chinese,1.30389,103.83583,"['290 Orchard Road', '#05-21/24', 'Singapore 238859', 'Singapore']",4.0,20,$$
22140,3850.0,3850.0,Ubin Kitchen,Gdel2xFI22IAE_rUCDCFfw,hunting seafood joint get rid cravingsfish skin decent pieces soggy greasy even frying steamed,1404,chinese,1.3084151,103.9031731,"['357/359 Joo Chiat Rd', 'Singapore 427602', 'Singapore']",4.0,11,$$
22141,3851.0,3851.0,Ubin Kitchen,Gdel2xFI22IAE_rUCDCFfw,place take long us realise awesome istheyre seafood restaurant also meat dishes pretty well lot,1404,chinese,1.3084151,103.9031731,"['357/359 Joo Chiat Rd', 'Singapore 427602', 'Singapore']",4.0,11,$$
22142,3852.0,3852.0,Ubin Kitchen,Gdel2xFI22IAE_rUCDCFfw,ate way much oneperson dinner paid dear price next day workout worth,1404,chinese,1.3084151,103.9031731,"['357/359 Joo Chiat Rd', 'Singapore 427602', 'Singapore']",4.0,11,$$
22143,3780.0,3780.0,Don Signature Crab,8gCJmR1VNAcd5U8g6OaJDA,hear pie chain personal pie club malls might find cze char joint toa payoh rather familiar logo used,1405,chinese,1.34245995362504,103.846301288607,"['39 Tyrwhitt Road', 'Singapore 207538', 'Singapore']",4.0,4,$$
22144,3781.0,3781.0,Don Signature Crab,8gCJmR1VNAcd5U8g6OaJDA,ordered chili crab crab meehan dishes delicious crabs meat fresh firm chili crab sauce right blend flavors,1405,chinese,1.34245995362504,103.846301288607,"['39 Tyrwhitt Road', 'Singapore 207538', 'Singapore']",4.0,4,$$
22145,3782.0,3782.0,Don Signature Crab,8gCJmR1VNAcd5U8g6OaJDA,signature crab took deposit tried reserve table familys cny reunion dinner however upon arriving restaurant,1405,chinese,1.34245995362504,103.846301288607,"['39 Tyrwhitt Road', 'Singapore 207538', 'Singapore']",4.0,4,$$
22146,3856.0,3856.0,Hong Kong Street Chun Kee,XHquherRjwNzr0ldx-k57w,love san lou hor fun essentially fried sliced fish horfun beansprouts deceptively simple dish wok hei gives,1406,chinese,1.3066,103.8002396,"['117 Commonwealth Dr', 'Singapore 140117', 'Singapore']",4.0,1,$$
22154,3863.0,3863.0,Yuan Xing Teochew Restaurant,TKnlAmXL72zrdKSwBrgxig,teochew family coming years located ground floor one longest hdb block singapore stories,1409,chinese,1.32013003111979,103.864598112694,"['34 Whampoa West', '#01-01', 'Singapore 330034', 'Singapore']",2.5,3,$$
22155,3864.0,3864.0,Yuan Xing Teochew Restaurant,TKnlAmXL72zrdKSwBrgxig,alrightish teochew food oldschool place old neighborhood whampoa im predicting neighborhood bound next frontier,1409,chinese,1.32013003111979,103.864598112694,"['34 Whampoa West', '#01-01', 'Singapore 330034', 'Singapore']",2.5,3,$$
22156,3865.0,3865.0,Yuan Xing Teochew Restaurant,TKnlAmXL72zrdKSwBrgxig,dinner yuan xing tonight ordered dishes including liver roll steamed pomfret stirfried kai lan liver roll quite nice,1409,chinese,1.32013003111979,103.864598112694,"['34 Whampoa West', '#01-01', 'Singapore 330034', 'Singapore']",2.5,3,$$
22157,3869.0,3869.0,Golden Jade Restaurant Culinary Group,YDimt4TIGZPi6TFmoO8PVg,ive lived china years one chengdu sichuan place best yet black pepper crab tops although everything,1410,chinese,1.3124211,103.8778101,"['271 Geylang Road Singapore', 'Singapore 389324', 'Singapore']",4.5,2,$$
22158,3873.0,3873.0,Hachifukumaru Nantsuttei,AlFilWjCpXGvMl61HsLcTQ,love resto try find chicken soup based ramen taste really good hachifukumaru ramen red oil love,1411,chinese,1.30138,103.8405228,"['160 Orchard Road', '#01-13, OG Orchard Point', 'Singapore 238842', 'Singapore']",4.0,5,$$
22159,3874.0,3874.0,Hachifukumaru Nantsuttei,AlFilWjCpXGvMl61HsLcTQ,happened chance upon place next og ramen santouka closed soup broth fragrant black garlic oil,1411,chinese,1.30138,103.8405228,"['160 Orchard Road', '#01-13, OG Orchard Point', 'Singapore 238842', 'Singapore']",4.0,5,$$
22160,3875.0,3875.0,Hachifukumaru Nantsuttei,AlFilWjCpXGvMl61HsLcTQ,stumbled ramen stall shopping og confused many many types ramen menu asked explained,1411,chinese,1.30138,103.8405228,"['160 Orchard Road', '#01-13, OG Orchard Point', 'Singapore 238842', 'Singapore']",4.0,5,$$
22161,3860.0,3860.0,Wah Kee Big Prawn Noodle,ny7TNiqn7eWcHJFJFl0ztg,wandering around esplanade looking restaurant dinner happened upon place overall okay experiencethe food,1412,chinese,1.28966381428287,103.85617357767,"['8 Raffles Ave', '#01-13C', 'Singapore 038983', 'Singapore']",3.5,5,$$
22162,3861.0,3861.0,Wah Kee Big Prawn Noodle,ny7TNiqn7eWcHJFJFl0ztg,saw picture wah kee big prawn noodle bowl knew wanted try last night singapore ventured esplanade theaters,1412,chinese,1.28966381428287,103.85617357767,"['8 Raffles Ave', '#01-13C', 'Singapore 038983', 'Singapore']",3.5,5,$$
22163,3862.0,3862.0,Wah Kee Big Prawn Noodle,ny7TNiqn7eWcHJFJFl0ztg,famous wah kee big prawn noodles opened upscale restaurant esplanade son mr kevin lau try see,1412,chinese,1.28966381428287,103.85617357767,"['8 Raffles Ave', '#01-13C', 'Singapore 038983', 'Singapore']",3.5,5,$$
22165,3876.0,3876.0,Hong Chang Eating House,_YQeweK7KvH7c1RLAAs43g,place really convenient location parking atrocious cause quite jam suggest park housing estate nearby,1414,chinese,1.3431914,103.8704541,"['2 Braddel Rd', 'Singapore 359895', 'Singapore']",5.0,2,$$
22166,3877.0,3877.0,Hong Chang Eating House,_YQeweK7KvH7c1RLAAs43g,stingrays sambal never disappoints pair bowl kong pow frog legs incredible food coma would grab,1414,chinese,1.3431914,103.8704541,"['2 Braddel Rd', 'Singapore 359895', 'Singapore']",5.0,2,$$
22287,3887.0,3887.0,Longqing Hotpot,IVSbajAC8DdQFCvqaoOs-g,absolutely gorgeous place brought girl celebrate birthday enjoyed comfythe food good really need mala,1423,chinese,1.2876670767679,103.847252726555,"['18 Hongkong St', 'Singapore 059661', 'Singapore']",5.0,5,$$$
22288,3888.0,3888.0,Longqing Hotpot,IVSbajAC8DdQFCvqaoOs-g,new go hotpot place great value good ingredients interesting soup bases sets two great value didnt really,1423,chinese,1.2876670767679,103.847252726555,"['18 Hongkong St', 'Singapore 059661', 'Singapore']",5.0,5,$$$
22289,3889.0,3889.0,Longqing Hotpot,IVSbajAC8DdQFCvqaoOs-g,family coming lotwhat like sets quite varied good value usually order person set add ala carte,1423,chinese,1.2876670767679,103.847252726555,"['18 Hongkong St', 'Singapore 059661', 'Singapore']",5.0,5,$$$
22290,3890.0,3890.0,Blue Lotus Chinese Eating House,pvsVNORo4CkwmUT7q3-ERA,kids liked shrimp fried rice chicken thighs bok choy also lime sodaadults came chinese new year packed,1424,chinese,1.2498743,103.8418398,"['31 Ocean Way', '#01-13', 'Quayside Isle 098375', 'Singapore']",4.0,5,$$$
22291,3891.0,3891.0,Blue Lotus Chinese Eating House,pvsVNORo4CkwmUT7q3-ERA,great food great servicethe lamb superb rice bowl excellent emerald wonderful hostess kept table covered splendid service,1424,chinese,1.2498743,103.8418398,"['31 Ocean Way', '#01-13', 'Quayside Isle 098375', 'Singapore']",4.0,5,$$$
22292,3892.0,3892.0,Blue Lotus Chinese Eating House,pvsVNORo4CkwmUT7q3-ERA,one options row restaurants facing water yachts staff cheerful courteous big colorful lanterns created nice,1424,chinese,1.2498743,103.8418398,"['31 Ocean Way', '#01-13', 'Quayside Isle 098375', 'Singapore']",4.0,5,$$$
22304,3902.0,3902.0,Roland,8k0y5WWdIn5BsgYDNY22Qw,impeccable service delicious food roland team elevate singapore seafood dining experience conveniently located east coast,1427,chinese,1.30110071037392,103.90656774499,"['89 Marine Parade Central', 'Singapore 440089', 'Singapore']",4.5,15,$$$
22305,3903.0,3903.0,Roland,8k0y5WWdIn5BsgYDNY22Qw,roland founder singapores famous chilli crab hard imagine indeed case known establishments,1427,chinese,1.30110071037392,103.90656774499,"['89 Marine Parade Central', 'Singapore 440089', 'Singapore']",4.5,15,$$$
22306,3904.0,3904.0,Roland,8k0y5WWdIn5BsgYDNY22Qw,wah customer service really crazy crazy mean good crazy attentive clear plates top tea like,1427,chinese,1.30110071037392,103.90656774499,"['89 Marine Parade Central', 'Singapore 440089', 'Singapore']",4.5,15,$$$
22307,3896.0,3896.0,Le Chasseur,l860pNOQOQwzAHysXF9UNg,places planet today people take gastronomic pleasures seriously singapore variety availability choices,1428,chinese,1.320742,103.899572,"['27 Eunos Road 2', 'Singapore 409387', 'Singapore']",3.0,2,$$$
22308,3897.0,3897.0,Le Chasseur,l860pNOQOQwzAHysXF9UNg,eat herevery bad service attitude snobbishmy father went celebrate birthday food wise normal nothing fancy dont expect zi,1428,chinese,1.320742,103.899572,"['27 Eunos Road 2', 'Singapore 409387', 'Singapore']",3.0,2,$$$
22313,3908.0,3908.0,Peach Garden,2Gz1oUW723EgoAjKntSHEw,place amazing dim sum didnt order much else cravingservice friendly smile happy answer,1430,chinese,1.28853,103.837394,"['401 Havelock Rd', 'Level 3', 'Singapore 169631', 'Singapore']",3.5,8,$$$
22314,3909.0,3909.0,Peach Garden,2Gz1oUW723EgoAjKntSHEw,came twice weekday weekend april promotion paxmy first visit weekday lunch starts,1430,chinese,1.28853,103.837394,"['401 Havelock Rd', 'Level 3', 'Singapore 169631', 'Singapore']",3.5,8,$$$
22315,3910.0,3910.0,Peach Garden,2Gz1oUW723EgoAjKntSHEw,peach garden dim sumthe dim sum menu items menu varieties normal dim sum expensive item,1430,chinese,1.28853,103.837394,"['401 Havelock Rd', 'Level 3', 'Singapore 169631', 'Singapore']",3.5,8,$$$
22316,3913.0,3913.0,Ampang Niang Tou Fu,YKiVueyLnhRd8aqnmfBRMQ,frills spot yong tau foo process simple get paper list food items u decide many pieces want item hand,1431,chinese,1.30767,103.90714,"['225 East Coast Rd', 'Singapore 428922', 'Singapore']",4.0,4,$$$
22317,3914.0,3914.0,Ampang Niang Tou Fu,YKiVueyLnhRd8aqnmfBRMQ,shop ages matter kinds ytf ive good bad end ill still crave ampang ytf maybe,1431,chinese,1.30767,103.90714,"['225 East Coast Rd', 'Singapore 428922', 'Singapore']",4.0,4,$$$
22318,3915.0,3915.0,Ampang Niang Tou Fu,YKiVueyLnhRd8aqnmfBRMQ,world thats filled much excess ampang niang tou fu refreshing change simplicity frills touch,1431,chinese,1.30767,103.90714,"['225 East Coast Rd', 'Singapore 428922', 'Singapore']",4.0,4,$$$
22319,3893.0,3893.0,Eng Seng Restaurant,dGRLcIe_5ZikQowLrDrpRw,warning place closes pretty early want get grubs get earlylocation hard find theres decent amount,1432,chinese,1.31436,103.9058914,"['247/249 Joo Chiat Place', 'Singapore 427935', 'Singapore']",4.0,11,$$$
22320,3894.0,3894.0,Eng Seng Restaurant,dGRLcIe_5ZikQowLrDrpRw,travel world pepper crab place favorite meal time absolutely amazing,1432,chinese,1.31436,103.9058914,"['247/249 Joo Chiat Place', 'Singapore 427935', 'Singapore']",4.0,11,$$$
22321,3895.0,3895.0,Eng Seng Restaurant,dGRLcIe_5ZikQowLrDrpRw,woot never knew place existed apparently black pepper crab famousthankfully food disappointsambal kang kong sambal,1432,chinese,1.31436,103.9058914,"['247/249 Joo Chiat Place', 'Singapore 427935', 'Singapore']",4.0,11,$$$
22322,3919.0,3919.0,Chopsuey Cafe,1aViTQc236tL3jMoXwy3MA,maybe go carthat made even attractivethe large table makes perfect restaurant groups eati like terrace,1433,chinese,1.30331,103.81041,"['Blk 10, Dempsey Road', '#01-23', 'Singapore 247700', 'Singapore']",4.0,21,$$$
22323,3920.0,3920.0,Chopsuey Cafe,1aViTQc236tL3jMoXwy3MA,part ps cafe able get sticky date pudding fix like ps cafe chopsuey cafe located dempsey surrounded plenty,1433,chinese,1.30331,103.81041,"['Blk 10, Dempsey Road', '#01-23', 'Singapore 247700', 'Singapore']",4.0,21,$$$
22324,3921.0,3921.0,Chopsuey Cafe,1aViTQc236tL3jMoXwy3MA,first joined workforce trust long ago takeout options typically limited pizza chinese food long workday,1433,chinese,1.30331,103.81041,"['Blk 10, Dempsey Road', '#01-23', 'Singapore 247700', 'Singapore']",4.0,21,$$$
22325,3916.0,3916.0,Beauty in the Pot,gsD0eOStZ5-nlZovXB2H7w,hotpot choices singapore decided try beauty pot decision based proximity mandarin orchard hotel fact,1434,chinese,1.3015800634838,103.839601800825,"['176 Orchard Rd', '#05-15/16', 'Singapore 238843', 'Singapore']",4.0,6,$$$
22326,3917.0,3917.0,Beauty in the Pot,gsD0eOStZ5-nlZovXB2H7w,total bill came us thats per person thought way overpriced meal largely consisted various types,1434,chinese,1.3015800634838,103.839601800825,"['176 Orchard Rd', '#05-15/16', 'Singapore 238843', 'Singapore']",4.0,6,$$$
22327,3918.0,3918.0,Beauty in the Pot,gsD0eOStZ5-nlZovXB2H7w,yummy steamboat fresh ingredients collagen soup good soup bases also good drunken chicken coconut soup fresh,1434,chinese,1.3015800634838,103.839601800825,"['176 Orchard Rd', '#05-15/16', 'Singapore 238843', 'Singapore']",4.0,6,$$$
22328,3922.0,3922.0,Jiang-Nan Chun,yKoy9A8gr-kZR6UBslO9Mw,wonderful brunch yesterday michelinstar cantonese restaurant started amuse bouche radish vinegar followed,1435,chinese,1.3052,103.82866,"['190 Orchard Blvd', 'Singapore 248646', 'Singapore']",4.5,7,$$$
22329,3923.0,3923.0,Jiang-Nan Chun,yKoy9A8gr-kZR6UBslO9Mw,ambience typical four seasons intimate understated chic goes food service except dim sum dishes offerings,1435,chinese,1.3052,103.82866,"['190 Orchard Blvd', 'Singapore 248646', 'Singapore']",4.5,7,$$$
22330,3924.0,3924.0,Jiang-Nan Chun,yKoy9A8gr-kZR6UBslO9Mw,stars upscale michelin star chinese restaurant four seasons hotel excellent food peking duck good hype though caviar,1435,chinese,1.3052,103.82866,"['190 Orchard Blvd', 'Singapore 248646', 'Singapore']",4.5,7,$$$
22343,3934.0,3934.0,Uncle Leong Seafood,wDYopEk5Ys_BfO-pgg-g4g,dinner date girlfriends pax total uncle leong jurong east branchthe restaurant located hdb block restaurant,1438,chinese,1.34411,103.7411499,"['262 Jurong East St 24', '#01-485', 'Singapore 600262', 'Singapore']",3.5,3,$$$
22344,3935.0,3935.0,Uncle Leong Seafood,wDYopEk5Ys_BfO-pgg-g4g,bit hard find dont take taxino aircon except vip room requires booking advance deposit min spend lucky,1438,chinese,1.34411,103.7411499,"['262 Jurong East St 24', '#01-485', 'Singapore 600262', 'Singapore']",3.5,3,$$$
22345,3936.0,3936.0,Uncle Leong Seafood,wDYopEk5Ys_BfO-pgg-g4g,got try great selection local foods order wine right placeshrimp delicious fresh crab spicy taste,1438,chinese,1.34411,103.7411499,"['262 Jurong East St 24', '#01-485', 'Singapore 600262', 'Singapore']",3.5,3,$$$
22346,3937.0,3937.0,Pin Si,zi79TmYW3L1dumQQw0PHsA,impromptu visit craving dim sum today search around lazy leave hometown yishun found place public car park,1439,chinese,1.42424,103.8407288,"['60 Yishun Ave 4, #02-VI Safra Yishun Country Club', 'Singapore 769027', 'Singapore']",4.5,5,$$$
22347,3938.0,3938.0,Pin Si,zi79TmYW3L1dumQQw0PHsA,located secluded corner yishun safra would pretty inconvenient reach place without carfood try kampong chicken,1439,chinese,1.42424,103.8407288,"['60 Yishun Ave 4, #02-VI Safra Yishun Country Club', 'Singapore 769027', 'Singapore']",4.5,5,$$$
22348,3939.0,3939.0,Pin Si,zi79TmYW3L1dumQQw0PHsA,one best restaurant yishun food good ambience ok dont like glass windows looks dirty,1439,chinese,1.42424,103.8407288,"['60 Yishun Ave 4, #02-VI Safra Yishun Country Club', 'Singapore 769027', 'Singapore']",4.5,5,$$$
22349,3928.0,3928.0,Teck Ee Rice & Porridge,LtBHWGkUOOO3twYPqkom6g,gonna lie sometimes dont know whether trust ratings singapores yelp reviews sometimes get bias unless,1440,chinese,1.3097,103.9020615,"['Blk 300, Joo Chiat Road', 'Tin Yeang Restaurant', 'Singapore 427551', 'Singapore']",4.0,4,$$$
22350,3929.0,3929.0,Teck Ee Rice & Porridge,LtBHWGkUOOO3twYPqkom6g,confident read advice unfortunately porridge basic crab lobster fresh many traditional place better,1440,chinese,1.3097,103.9020615,"['Blk 300, Joo Chiat Road', 'Tin Yeang Restaurant', 'Singapore 427551', 'Singapore']",4.0,4,$$$
22351,3930.0,3930.0,Teck Ee Rice & Porridge,LtBHWGkUOOO3twYPqkom6g,think found new homei love teochew porridge comforting since first time almost never fails satisfy say,1440,chinese,1.3097,103.9020615,"['Blk 300, Joo Chiat Road', 'Tin Yeang Restaurant', 'Singapore 427551', 'Singapore']",4.0,4,$$$
22361,3976.0,3976.0,Blue Ginger,ADtSvzL_abKwWPM1EL2yJw,blue ginger nyonya cuisine restaurant tucked away korean food corridor singapore unfamiliar peranakan cuisine nyonya cuisine,1442,chinese,1.27755201956185,103.843799999928,"['97 Tanjong Pagar Rd', 'Singapore 088518', 'Singapore']",4.0,35,$$$
22362,3977.0,3977.0,Blue Ginger,ADtSvzL_abKwWPM1EL2yJw,blue ginger must try restaurant singapore want try peranakan cuisine place probably one favorite meals,1442,chinese,1.27755201956185,103.843799999928,"['97 Tanjong Pagar Rd', 'Singapore 088518', 'Singapore']",4.0,35,$$$
22363,3978.0,3978.0,Blue Ginger,ADtSvzL_abKwWPM1EL2yJw,really delicious meal thankful someone lived singapore familiar dishes flavors well cultural,1442,chinese,1.27755201956185,103.843799999928,"['97 Tanjong Pagar Rd', 'Singapore 088518', 'Singapore']",4.0,35,$$$
22370,3949.0,3949.0,The Magic of Chongqing Hot Pot,j3PjJt8eMcoxeQcISrOVOw,sunday dinner buffet starliked tau pok stuffed fish paste everything else decent nothing mind blowing mala soup,1444,chinese,1.3062,103.826622,"['19 Tanglin Road', '#04-06, Tanglin Shopping Centre', 'Singapore 247909', 'Singapore']",3.5,8,$$$
22371,3950.0,3950.0,The Magic of Chongqing Hot Pot,j3PjJt8eMcoxeQcISrOVOw,two three aint badthe room relatively nice main room definitely nicer back room seated room,1444,chinese,1.3062,103.826622,"['19 Tanglin Road', '#04-06, Tanglin Shopping Centre', 'Singapore 247909', 'Singapore']",3.5,8,$$$
